cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered,summary_bm,summary_en
Kluster Empat Jalan Yaacob Latif 4,14,Cheras,2023-12-09,2023-12-08,education,ended,0,8,0,17,0,0,0,"Kluster Ini Melibatkan Pelajar-Pelajar Dan Staff Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Yaacob Latif, Bandar Tun Razak, 56000 Cheras, Kuala Lumpur. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5158489, Lelaki, Warganegara Malaysia, Berumur 14 Tahun, Pelajar Di Institusi Tersesebut, Yang Dilaporkan Positif Covid-19 Pada 9 Disember 2023 Hasil Saringan Individu Bergejalaakes Juga Dilaporkan Mula Bergejala Pada 2 November 2023.","This Cluster Involves Students And Staff At An Educational Institution Located At Jalan Yaacob Latif, Bandar Tun Razak, 56000 Cheras, Kuala Lumpur. The Index Case For This Cluster Is Case No. 5158489, Male, Malaysian Citizen, Aged 14, A Student At The Said Institution, Who Was Reported Positive For Covid-19 On 9 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On 2 November 2023."
Kluster Jalan Kelab Golf Ipoh,8,Kinta,2023-12-09,2023-12-08,highRisk,ended,0,19,0,19,0,0,0,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Penghuni - Penghuni Dan Staff Di Sebuah Pusat Jagaan Warga Emas Yang Terletak Di Jalan Kelab Golf, 30350, Ipoh, Perak","This Cluster Is The Result Of Symptomatic Screening Involving Residents And Staff At An Elderly Care Center Located At Jalan Kelab Golf, 30350, Ipoh, Perak."
Kluster Dua Jalan Yaacob Latif 3,14,Cheras,2023-12-09,2023-12-11,education,ended,0,26,0,26,0,0,0,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di  Jalan Yaacob Latif, Bandar Tun Razak, 56000 Cheras, Kuala Lumpur. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5158465, Lelaki, Warganegara Malaysia, Berumur 17 Tahun, Pelajar Di Institusi Tersesebut, Yang Dilaporkan Positif Covid-19 Pada 9 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 4 November 2023.","This Cluster Involves Students At An Educational Institution Located At Jalan Yaacob Latif, Bandar Tun Razak, 56000 Cheras, Kuala Lumpur. The Index Case For This Cluster Is Case No. 5158465, Male, Malaysian Citizen, Aged 17 Years, Student At The Said Institution, Who Was Reported Positive For Covid-19 On 9 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Were Also Reported To Have Started Showing Symptoms On November 4, 2023."
Kluster Jalan Selandar 2,4,Jasin,2023-12-09,2023-12-11,education,ended,0,67,0,150,0,0,0,"Kluster Ini Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di  Jalan Selandar-Jasin, Pekan Selandar, 77500 Jasin, Melaka. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5159687, Lelaki, Warganegara Malaysia, Berumur 14 Tahun, Pelajar Di Institusi Tersesebut, Yang Dilaporkan Positif Covid-19 Pada 9 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 4 November 2023.","This Cluster Involves Students At An Educational Institution Located At Jalan Selandar-Jasin, Pekan Selandar, 77500 Jasin, Melaka. The Index Case For This Cluster Is Case No. 5159687, Male, Malaysian Citizen, Aged 14 Years, Student At The Said Institution, Who Was Reported Positive For Covid-19 On 9 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Were Also Reported To Have Started Showing Symptoms On November 4, 2023."
Kluster Persiaran Timur 2,16,Putrajaya,2023-12-10,2023-12-09,education,ended,0,16,0,25,0,0,0,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Pelajar - Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Presint 1, 62000 Putrajaya.","This Cluster Is The Result Of Symptomatic Screening Involving Students At An Educational Institution Located In Precinct 1, 62000 Putrajaya."
Kluster Taman Seri Idaman,8,Hilir Perak,2023-12-10,2023-12-12,highRisk,ended,0,18,0,47,0,0,0,"Kluster Ini Melibatkan Penghuni-Penghuni Di Sebuah Pusat Jagaan Warga Emas Yang Terletak Di  Taman Sri Idaman, Jalan Padang Tembak, 36000 Teluk Intan, Perak. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5161701, Lelaki, Warganegara Malaysia, Berumur 75 Tahun, Penghuni Di Pusat Tersesebut, Yang Dilaporkan Positif Covid-19 Pada 10 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 7 Disember 2023.","This Cluster Involves The Residents Of An Elderly Care Center Located In Taman Sri Idaman, Jalan Padang Tembak, 36000 Teluk Intan, Perak. The Index Case For This Cluster Is Case No. 5161701, Male, Malaysian Citizen, Aged 75 Years, A Resident At The Said Center, Who Was Reported Positive For Covid-19 On 10 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On December 7, 2023."
Kluster Dah Ee Guan,2,Bandar Baharu,2023-12-11,2023-12-12,detentionCentre,ended,0,85,0,431,0,0,85,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Pelatih-Pelatih Di Sebuah Pusat Pemulihan Yang Terletak Di Puspen Serdang, 09800 Serdang, Kedah.","This Cluster Is The Result Of Symptomatic Screening Involving Trainees At A Rehabilitation Center Located At Puspen Serdang, 09800 Serdang, Kedah."
Kluster Jalan Bertam Permai,4,Melaka Tengah,2023-12-12,2023-12-11,highRisk,ended,0,17,0,45,0,0,0,"Kluster Ini Melibatkan Penghuni Di Sebuah Pusat Jagaan Warga Emas  Yang Terletak Di  Lot 2840-1 & 2940-2, Jalan Bp 2, Taman Bertam Permai, 76450 Melaka. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5149114, Perempuan, Warganegara Malaysia, Berumur 33 Tahun, Yang Dilaporkan Positif Covid-19 Pada 12 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 30 November 2023.","This Cluster Involves Residents In A Care Center For The Elderly Located At Lot 2840-1 & 2940-2, Jalan Bp 2, Taman Bertam Permai, 76450 Melaka. The Index Case For This Cluster Is Case No. 5149114, Female, Malaysian Citizen, Aged 33, Who Was Reported Positive For Covid-19 On 12 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On November 30, 2023."
Kluster Jalan Merbau Kota Bharu 3,3,Kota Bharu,2023-12-12,2023-12-14,education,ended,0,15,0,37,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Ketiga Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di  Jalan Merbau, 15300 Kota Bharu, Kelantan. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5165751, Perempuan, Warganegara Malaysia, Berumur 15 Tahun, Yang Dilaporkan Positif Covid-19 Pada 12 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 30 November 2023.","This Cluster Is The Third Recurring Cluster Involving Students At An Educational Institution Located In Jalan Merbau, 15300 Kota Bharu, Kelantan. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 15 Years, Who Was Reported Positive For Covid-19 On 12 December 2023 As A Result Of The Screening Of Symptomatic Individuals. Cases Are Also Reported To Have Started Showing Symptoms On November 30, 2023."
Kluster Jalan Empat Belas Sri Rampai,14,Titiwangsa,2023-12-13,2023-12-12,education,ended,0,12,0,16,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Guru-Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan 14/26, Taman Sri Rampai, 53300 Kuala Lumpur. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 8 Tahun, Yang Dilaporkan Positif Covid-19 Pada 13 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 2 December 2023.","This Cluster Is A Cluster Involving Teachers And Students At An Educational Institution Located At Jalan 14/26, Taman Sri Rampai, 53300 Kuala Lumpur. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 8 Years, Who Was Reported Positive For Covid-19 On 13 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On December 2, 2023."
Kluster Padang Behor,9,Kangar,2023-12-13,2023-12-12,education,ended,0,8,0,17,0,0,0,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Ilp Kangar, Kampung Padang Behor, Mukim Sena, 01000 Kangar, Perlis","This Cluster Is The Result Of Symptomatic Screening Involving Students At An Educational Institution Located At Ilp Kangar, Kampung Padang Behor, Mukim Sena, 01000 Kangar, Perlis."
Kluster Seberang Paya,5,Rembau,2023-12-13,2023-12-14,education,ended,0,121,0,121,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Guru-Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Kampung Seberang Paya, 71350 Kota, Rembau, Negeri Sembilan. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 29 Tahun, Yang Dilaporkan Positif Covid-19 Pada 13 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 3 December 2023.","This Cluster Is A Cluster Involving Teachers And Students In An Educational Institution Located In Kampung Seberang Paya, 71350 Kota, Rembau, Negeri Sembilan. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 29 Years, Who Was Reported Positive For Covid-19 On 13 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On December 3, 2023."
Kluster Jalan Kampung Baru 3,7,Seberang Perai Tengah,2023-12-13,2023-12-15,detentionCentre,ended,0,45,0,171,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Ketiga Yang Melibatkan Pekerja Dan Penghuni Di Sebuah Pusat Tahanan Yang Terletak Di Puspen Bukit Mertajam, Jalan Kampung Baru, 14000, Bukit Mertajam. Kes Indeks Bagi Kluster Ini Merupakan Kes No. 5159285, Lelaki, Warganegara Malaysia, Berumur 25 Tahun, Yang Dilaporkan Positif Covid-19 Pada 13 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 6 December 2023.","This Cluster Is The Third Recurring Cluster Involving Workers And Inmates At A Detention Center Located At Puspen Bukit Mertajam, Jalan Kampung Baru, 14000, Bukit Mertajam. The Index Case For This Cluster Is Case No. 5159285, Male, Malaysian Citizen, Aged 25 Years, Who Was Reported Positive For Covid-19 On 13 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On December 6, 2023."
Kluster Jalan Valdor,7,"Seberang Perai Selatan, Seberang Perai Utara",2023-12-14,2023-12-13,education,ended,0,20,0,30,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Guru-Guru Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan 6, Perkampungan Valdor, 14200 Sungai Bakap, Pulau Pinang. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 53 Tahun, Yang Dilaporkan Positif Covid-19 Pada 14 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 9 December 2023.","This Cluster Is A Cluster Involving Teachers At An Educational Institution Located At Jalan 6, Perkampungan Valdor, 14200 Sungai Bakap, Penang. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 53, Who Was Reported Positive For Covid-19 On 14 December 2023 As A Result Of Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On December 9, 2023."
Kluster Dua Jalan Rejang,14,Titiwangsa,2023-12-14,2023-12-13,education,ended,0,8,0,8,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Guru-Guru Di Sebuah Institusi Pendidikan Yang Terletak Di Di Jalan Rejang, Taman Sri Rampai, 53300 Kuala Lumpur. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 39 Tahun, Yang Dilaporkan Positif Covid-19 Pada 14 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 10 December 2023.","This Cluster Is A Cluster Involving Teachers In An Educational Institution Located In Jalan Rejang, Taman Sri Rampai, 53300 Kuala Lumpur. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 39 Years, Who Was Reported Positive For Covid-19 On 14 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On 10 December 2023."
Kluster Jalan Templer,10,Petaling,2023-12-14,2023-12-13,highRisk,ended,0,7,0,16,0,0,0,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Penghuni Di Sebuah Pusat Jagaan Warga Emas Yang Terletak Di No. 59, Section 6/5 Anak Gasing, Off Jalan Templer 46000 Petaling Jaya, Selangor","This Cluster Is The Result Of Symptomatic Screening Involving Residents At An Elderly Care Center Located At No. 59, Section 6/5 Anak Gasing, Off Jalan Templer 46000 Petaling Jaya, Selangor."
Kluster Jalan Teknologi Kota Damansara 2,"10,14","Petaling, Cheras",2023-12-14,2023-12-13,education,ended,0,57,0,65,0,0,0,"Kluster Ini Merupakan Hasil Saringan Bergejala Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Seksyen 2 Jalan Teknologi 3/9, Kota Damansara 47810 Petaling Jaya.","This Cluster Is The Result Of Symptomatic Screening Involving Students At An Educational Institution Located At Section 2 Jalan Teknologi 3/9, Kota Damansara 47810 Petaling Jaya."
Kluster Jalan Istana Lama 3,10,Kuala Langat,2023-12-14,2023-12-15,education,ended,0,49,0,49,0,0,0,"Kluster Ini Merupakan Kluster Yang Melibatkan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Istana Lama, Kampung Bandar, 42700 Banting, Selangor. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Lelaki, Warganegara Malaysia, Berumur 16 Tahun, Yang Dilaporkan Positif Covid-19 Pada 14 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 7 December 2023.","This Cluster Is A Cluster Involving Students At An Educational Institution Located At Jalan Istana Lama, Kampung Bandar, 42700 Banting, Selangor. The Index Case For This Cluster Is Case No. Xxxxx, Male, Malaysian Citizen, Aged 16, Who Was Reported Positive For Covid-19 On 14 December 2023 As A Result Of Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On December 7, 2023."
Kluster Jalan Besar Tanjung 6,8,Kinta,2023-12-14,2023-12-20,highRisk,ended,0,15,0,15,0,0,0,"Kluster Ini Merupakan Kluster Berulang Untuk Kali Keenam Yang Melibatkan Pesakit- Pesakit Dan Kakitangan Di Sebuah Wad Yang Terletak Di Jalan Besar, Tanjung Rambutan, Kinta, Perak. Kes Indeks Bagi Kluster Ini Merupakan Seorang Perempuan Yang Berumur 59 Tahun, Warganegara Malaysia, Yang Dilaporkan Positif Covid-19 Pada 14 Disember 2023 Hasil Saringan Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 11 Disember 2023.","This Cluster Is A Recurring Cluster For The Sixth Time Involving Patients And Staff In A Ward Located In Jalan Besar, Tanjung Rambutan, Kinta, Perak. The Index Case For This Cluster Is A 59-Year-Old Woman, A Malaysian Citizen, Who Was Reported Positive For Covid-19 On 14 December 2023 As A Result Of Symptomatic Screening. Cases Are Also Reported To Have Started Showing Symptoms On December 11, 2023."
Kluster Jalan Sultan Abdul Samad 2,10,Kuala Langat,2023-12-14,2023-12-20,education,ended,0,43,0,43,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Kedua Yang Melibatkan Guru-Guru Dan Pelajar-Pelajar Di Sebuah Institusi Pendidikan Yang Terletak Di Jalan Sultan Abdul Samad, Kampung Sungai Raba 42700 Banting. Kes Indeks Bagi Kluster Ini Merupakan Kes No. Xxxxx, Perempuan, Warganegara Malaysia, Berumur 41 Tahun, Yang Dilaporkan Positif Covid-19 Pada 14 Disember 2023 Hasil Saringan Individu Bergejala. Kes Juga Dilaporkan Mula Bergejala Pada 29 November 2023.","This Cluster Is The Second Recurring Cluster Involving Teachers And Students At An Educational Institution Located In Jalan Sultan Abdul Samad, Kampung Sungai Raba 42700 Banting. The Index Case For This Cluster Is Case No. Xxxxx, Female, Malaysian Citizen, Aged 41 Years, Who Was Reported Positive For Covid-19 On 14 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Was Also Reported To Have Started Showing Symptoms On November 29, 2023."
Kluster Jalan Sungai Muntoh 2,5,Jelebu,2023-12-15,2023-12-30,detentionCentre,ended,0,24,0,24,0,0,0,"Kluster Ini Melibatkan Penghuni Sebuah Pusat Pemulihan Yang Terletak Di  Jalan Sungai Muntoh 71650 Titi, Jelebu, Negeri Sembilan (Puspen). Kes Indeks Bagi Kluster Ini Merupakan No Xxxxx , Seorang Perempuan, Warganegara Malaysia, Berumur 55 Tahun Yang Dilaporkan Positif Covid-19 Pada 15 Disember 2023 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 8 Disember 2023.","This Cluster Involves Residents Of A Rehabilitation Center Located At Jalan Sungai Muntoh 71650 Titi, Jelebu, Negeri Sembilan (Puspen). The Index Case For This Cluster Is No. Xxxxx, A Woman, A Malaysian Citizen, Aged 55 Years Who Was Reported Positive For Covid-19 On 15 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Started Showing Symptoms On December 8, 2023."
Kluster Seksyen Lima Wangsa Maju 2,14,Titiwangsa,2023-12-16,2023-12-15,education,ended,0,9,0,9,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Kedua Yang Melibatkan Guru-Guru Sebuah Pusat Pendidikan Yang Terletak Di Jalan 8/27A, Wangsa Maju, Titiwangsa. Kes Indeks Bagi Kluster Ini Merupakan No 5178561, Seorang Perempuan, Warganegara Malaysia, Berumur 38 Tahun Yang Dilaporkan Positif Covid-19 Pada 16 Disember 2023 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 11 Disember 2023.","This Cluster Is The Second Recurring Cluster Involving Teachers From An Education Center Located At Jalan 8/27A, Wangsa Maju, Titiwangsa. The Index Case For This Cluster Is No 5178561, A Woman, A Malaysian Citizen, Aged 38 Years Who Was Reported Positive For Covid-19 On 16 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Started Showing Symptoms On December 11, 2023."
Kluster Industri Jalan P/7,10,Hulu Langat,2023-12-19,2023-12-18,workplace,ended,0,17,0,17,0,0,0,"Kluster Ini Melibatkan Pekerja Sebuah Syarikat Pengilangan Produk Kesihatan Yang Terletak Jalan P/7, Seksyen 13, Kawasan Perusahaan, 43650 Bandar Baru Bangi, Selangor. Kes Indeks Bagi Kluster Ini Merupakan No. Xxxx, Seorang Perempuan, Warganegara Malaysia, Berumur 27 Tahun Yang Dilaporkan Positif Covid-19 Pada 19 Disember 2023 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 10 Disember 2023.","This Cluster Involves Employees Of A Health Product Manufacturing Company Located In Jalan P/7, Seksyen 13, Kawasan Perusahaan, 43650 Bandar Baru Bangi, Selangor. The Index Case For This Cluster Is No. Xxxx, A Female, Malaysian Citizen, Aged 27 Years Who Was Reported Positive For Covid-19 On 19 December 2023 As A Result Of Screening Of Symptomatic Individuals. The Case Started Showing Symptoms On December 10, 2023."
Kluster Jalan Yahya 8,14,Titiwangsa,2023-12-19,2024-01-02,education,ended,0,89,0,101,0,0,0,"Kluster Ini Merupakan Kluster Berulang Kali Ketiga Yang Melibatkan Pelatih-Pelatih Sebuah Pusat Latihan Yang Terletak Di Jalan Sultan Yahya Petra, 54100 Kuala Lumpur. Kes Indeks Bagi Kluster Ini Merupakan No. 5178872, Seorang Perempuan, Warganegara Malaysia, Berumur 31 Tahun Yang Dilaporkan Positif Covid-19 Pada 16 Disember 2023 Hasil Saringan Individu Bergejala. Kes Mula Bergejala Pada 10 Disember 2023.","This Cluster Is The Third Recurring Cluster Involving Trainees Of A Training Center Located At Jalan Sultan Yahya Petra, 54100 Kuala Lumpur. The Index Case For This Cluster Is No. 5178872, A Woman, A Malaysian Citizen, Aged 31 Years Who Was Reported Positive For Covid-19 On 16 December 2023 As A Result Of The Screening Of Symptomatic Individuals. The Case Started Showing Symptoms On December 10, 2023."
